Airport_Code,Year,TotalClaims,Claim_Type,Total_Enplanement,PctClaims
GRK,2014,4,Passenger Property Loss,189529,0.0021%
GRK,2014,1,Property Damage,189529,0.0005%
GRK,2015,4,Property Damage,176895,0.0023%
GRK,2015,3,Passenger Property Loss,176895,0.0017%
GRK,2016,2,Passenger Property Loss,157161,0.0013%
GRK,2016,1,Property Damage,157161,0.0006%
GRK,2017,3,Passenger Property Loss,154951,0.0019%
GRK,2017,1,Property Damage,154951,0.0006%
GRO,2015,1,Property Damage,12116,0.0083%
GRR,2013,4,Property Damage,1123257,0.0004%
GRR,2013,1,Passenger Property Loss,1123257,0.0001%
GRR,2014,12,Property Damage,1174821,0.0010%
GRR,2014,3,Passenger Property Loss,1174821,0.0003%
GRR,2014,1,Unknown,1174821,0.0001%
GRR,2015,5,Passenger Property Loss,1280803,0.0004%
GRR,2015,4,Property Damage,1280803,0.0003%
GRR,2016,10,Property Damage,1334979,0.0007%
GRR,2016,7,Passenger Property Loss,1334979,0.0005%
GRR,2017,2,Passenger Property Loss,1412132,0.0001%
GRR,2017,2,Property Damage,1412132,0.0001%
GSN,2013,1,Property Damage,448177,0.0002%
GSO,2013,8,Passenger Property Loss,853532,0.0009%
GSO,2013,4,Property Damage,853532,0.0005%
GSO,2014,2,Passenger Property Loss,851157,0.0002%
GSO,2015,6,Property Damage,848249,0.0007%
GSO,2015,5,Passenger Property Loss,848249,0.0006%
GSO,2016,7,Passenger Property Loss,848261,0.0008%
GSO,2016,6,Property Damage,848261,0.0007%
GSO,2017,5,Passenger Property Loss,881024,0.0006%
GSO,2017,3,Property Damage,881024,0.0003%
GSO,2017,1,Motor Vehicle,881024,0.0001%
GSO,2017,1,Personal Injury,881024,0.0001%
GSP,2013,12,Property Damage,917088,0.0013%
GSP,2013,5,Passenger Property Loss,917088,0.0005%
GSP,2014,4,Passenger Property Loss,945477,0.0004%
GSP,2014,2,Property Damage,945477,0.0002%
GSP,2015,4,Property Damage,955097,0.0004%
GSP,2015,2,Passenger Property Loss,955097,0.0002%
GSP,2016,7,Property Damage,991276,0.0007%
GSP,2016,6,Passenger Property Loss,991276,0.0006%
GSP,2016,1,Personal Injury,991276,0.0001%
GSP,2017,10,Property Damage,1051089,0.0010%
GSP,2017,1,Passenger Property Loss,1051089,0.0001%
GST,2014,1,Property Damage,9484,0.0105%
GST,2015,1,Passenger Property Loss,11189,0.0089%
GTF,2013,1,Passenger Property Loss,182390,0.0005%
GTF,2014,1,Passenger Property Loss,190361,0.0005%
GTF,2016,2,Property Damage,176730,0.0011%
GTF,2017,1,Property Damage,171049,0.0006%
GTR,2013,2,Property Damage,41140,0.0049%
GTR,2013,1,Passenger Property Loss,41140,0.0024%
GTR,2014,1,Property Damage,38664,0.0026%
GTR,2017,1,Property Damage,41632,0.0024%
GUC,2013,2,Property Damage,30780,0.0065%
GUC,2014,1,Passenger Property Loss,31743,0.0032%
GUM,2013,5,Passenger Property Loss,1562165,0.0003%
GUM,2013,5,Property Damage,1562165,0.0003%
GUM,2014,3,Property Damage,1436726,0.0002%
GUM,2014,2,Passenger Property Loss,1436726,0.0001%
GUM,2015,2,Passenger Property Loss,1420500,0.0001%
GUM,2015,2,Property Damage,1420500,0.0001%
GUM,2016,4,Property Damage,1444299,0.0003%
GUM,2016,1,Passenger Property Loss,1444299,0.0001%
GUM,2017,3,Passenger Property Loss,1566429,0.0002%
GUM,2017,1,Property Damage,1566429,0.0001%
GYY,2013,1,Property Damage,,
HDN,2013,1,Passenger Property Loss,91823,0.0011%
HDN,2015,2,Passenger Property Loss,93896,0.0021%
HDN,2016,1,Passenger Property Loss,107339,0.0009%
HDN,2017,1,Passenger Property Loss,96403,0.0010%
HDQ,2013,1,Personal Injury,,
HDQ,2014,2,Passenger Property Loss,,
HDQ,2014,1,Personal Injury,,
HDQ,2015,1,Passenger Property Loss,,
HDQ,2016,3,Property Damage,,
HGR,2013,1,Passenger Property Loss,12941,0.0077%
HGR,2014,1,Property Damage,15189,0.0066%
HHH,2016,2,Passenger Property Loss,,
HHH,2016,1,Property Damage,,
HHH,2017,1,Property Damage,,
HIB,2014,1,Passenger Property Loss,11617,0.0086%
HIB,2016,1,Passenger Property Loss,12654,0.0079%
HIB,2017,1,Property Damage,15377,0.0065%
HIB,2017,1,Passenger Property Loss,15377,0.0065%
HLN,2013,1,Passenger Property Loss,97310,0.0010%
HLN,2015,1,Property Damage,99460,0.0010%
HLN,2016,3,Property Damage,103239,0.0029%
HLN,2016,2,Passenger Property Loss,103239,0.0019%
HNL,2013,96,Passenger Property Loss,9466995,0.0010%
HNL,2013,40,Property Damage,9466995,0.0004%
HNL,2013,1,Personal Injury,9466995,0.0000%
HNL,2013,1,Complaint,9466995,0.0000%
HNL,2014,87,Passenger Property Loss,9463000,0.0009%
HNL,2014,55,Property Damage,9463000,0.0006%
HNL,2014,2,Personal Injury,9463000,0.0000%
HNL,2015,73,Passenger Property Loss,9479094,0.0008%
HNL,2015,29,Property Damage,9479094,0.0003%
HNL,2015,4,Personal Injury,9479094,0.0000%
HNL,2016,55,Passenger Property Loss,9656340,0.0006%
HNL,2016,45,Property Damage,9656340,0.0005%
HNL,2016,2,Personal Injury,9656340,0.0000%
HNL,2017,63,Passenger Property Loss,9743989,0.0006%
HNL,2017,26,Property Damage,9743989,0.0003%
HNL,2017,1,Unknown,9743989,0.0000%
HNL,2017,1,Complaint,9743989,0.0000%
HOB,2015,1,Passenger Property Loss,16567,0.0060%
HOB,2016,1,Passenger Property Loss,14707,0.0068%
HOM,2013,1,Property Damage,37705,0.0027%
HOM,2015,2,Passenger Property Loss,40770,0.0049%
HOU,2013,35,Passenger Property Loss,5377050,0.0007%
HOU,2013,23,Property Damage,5377050,0.0004%
HOU,2014,24,Property Damage,5800726,0.0004%
HOU,2014,21,Passenger Property Loss,5800726,0.0004%
HOU,2015,34,Passenger Property Loss,5937990,0.0006%
HOU,2015,27,Property Damage,5937990,0.0005%
HOU,2016,47,Passenger Property Loss,6285181,0.0007%
HOU,2016,46,Property Damage,6285181,0.0007%
HOU,2017,36,Passenger Property Loss,6538976,0.0006%
HOU,2017,34,Property Damage,6538976,0.0005%
HOU,2017,1,Personal Injury,6538976,0.0000%
HPN,2013,8,Passenger Property Loss,764002,0.0010%
HPN,2013,6,Property Damage,764002,0.0008%
HPN,2014,5,Passenger Property Loss,756189,0.0007%
HPN,2014,2,Property Damage,756189,0.0003%
HPN,2015,7,Property Damage,757466,0.0009%
HPN,2015,4,Passenger Property Loss,757466,0.0005%
HPN,2016,3,Passenger Property Loss,766170,0.0004%
HPN,2016,2,Property Damage,766170,0.0003%
HPN,2017,3,Passenger Property Loss,759334,0.0004%
HPN,2017,3,Property Damage,759334,0.0004%
HRL,2013,7,Passenger Property Loss,347829,0.0020%
HRL,2014,8,Passenger Property Loss,293306,0.0027%
HRL,2015,3,Passenger Property Loss,259864,0.0012%
HRL,2015,1,Property Damage,259864,0.0004%
HRL,2016,7,Passenger Property Loss,263760,0.0027%
HRL,2017,8,Passenger Property Loss,273070,0.0029%
HRL,2017,2,Property Damage,273070,0.0007%
HRL,2017,1,Unknown,273070,0.0004%
HSV,2013,3,Passenger Property Loss,505541,0.0006%
HSV,2013,1,Property Damage,505541,0.0002%
HSV,2013,1,Personal Injury,505541,0.0002%
HSV,2014,5,Property Damage,523248,0.0010%
HSV,2014,1,Passenger Property Loss,523248,0.0002%
HSV,2015,4,Property Damage,519785,0.0008%
HSV,2015,3,Passenger Property Loss,519785,0.0006%
HSV,2016,4,Property Damage,527801,0.0008%
HSV,2017,4,Passenger Property Loss,519003,0.0008%
HSV,2017,2,Property Damage,519003,0.0004%
HSV,2017,1,Personal Injury,519003,0.0002%
HTS,2014,1,Property Damage,96367,0.0010%
HTS,2015,1,Passenger Property Loss,101741,0.0010%
HTS,2016,1,Unknown,98489,0.0010%
HTS,2016,1,Property Damage,98489,0.0010%
HTS,2017,1,Passenger Property Loss,103724,0.0010%
HVN,2013,1,Passenger Property Loss,37434,0.0027%
HVN,2015,1,Passenger Property Loss,30955,0.0032%
HVN,2017,1,Passenger Property Loss,28669,0.0035%
HXD,2013,2,Passenger Property Loss,58348,0.0034%
HXD,2013,1,Property Damage,58348,0.0017%
HXD,2013,1,Personal Injury,58348,0.0017%
HXD,2014,2,Passenger Property Loss,54712,0.0037%
HXD,2015,4,Passenger Property Loss,38322,0.0104%
HXD,2015,1,Property Damage,38322,0.0026%
HYA,2014,1,Passenger Property Loss,85184,0.0012%
IAD,2013,110,Passenger Property Loss,10570993,0.0010%
IAD,2013,94,Property Damage,10570993,0.0009%
IAD,2013,2,Personal Injury,10570993,0.0000%
IAD,2014,111,Passenger Property Loss,10415948,0.0011%
IAD,2014,87,Property Damage,10415948,0.0008%
IAD,2014,3,Personal Injury,10415948,0.0000%
IAD,2014,1,Unknown,10415948,0.0000%
IAD,2015,77,Passenger Property Loss,10363974,0.0007%
IAD,2015,71,Property Damage,10363974,0.0007%
IAD,2015,1,Personal Injury,10363974,0.0000%
IAD,2016,74,Passenger Property Loss,10596942,0.0007%
IAD,2016,63,Property Damage,10596942,0.0006%
IAD,2016,3,Personal Injury,10596942,0.0000%
IAD,2016,1,Property Loss,10596942,0.0000%
IAD,2016,1,Complaint,10596942,0.0000%
IAD,2017,71,Passenger Property Loss,11024306,0.0006%
IAD,2017,67,Property Damage,11024306,0.0006%
IAD,2017,2,Unknown,11024306,0.0000%
IAG,2013,3,Passenger Property Loss,98958,0.0030%
IAG,2013,3,Property Damage,98958,0.0030%
IAG,2014,1,Passenger Property Loss,111212,0.0009%
IAG,2015,1,Property Damage,121616,0.0008%
IAH,2013,105,Passenger Property Loss,18952840,0.0006%
IAH,2013,89,Property Damage,18952840,0.0005%
IAH,2014,106,Passenger Property Loss,19772087,0.0005%
IAH,2014,82,Property Damage,19772087,0.0004%
IAH,2014,1,Personal Injury,19772087,0.0000%
IAH,2015,74,Passenger Property Loss,20595881,0.0004%
IAH,2015,58,Property Damage,20595881,0.0003%
IAH,2015,2,Personal Injury,20595881,0.0000%
IAH,2015,1,Complaint,20595881,0.0000%
IAH,2015,1,Unknown,20595881,0.0000%
IAH,2016,77,Passenger Property Loss,20062072,0.0004%
IAH,2016,64,Property Damage,20062072,0.0003%
IAH,2016,1,Personal Injury,20062072,0.0000%
IAH,2017,91,Passenger Property Loss,19603731,0.0005%
IAH,2017,89,Property Damage,19603731,0.0005%
IAH,2017,2,Unknown,19603731,0.0000%
ICT,2013,3,Property Damage,736090,0.0004%
ICT,2013,3,Passenger Property Loss,736090,0.0004%
ICT,2014,4,Property Damage,757695,0.0005%
ICT,2014,3,Passenger Property Loss,757695,0.0004%
ICT,2015,6,Property Damage,773550,0.0008%
ICT,2015,3,Passenger Property Loss,773550,0.0004%
ICT,2016,6,Passenger Property Loss,781944,0.0008%
ICT,2016,5,Property Damage,781944,0.0006%
ICT,2017,6,Property Damage,789533,0.0008%
ICT,2017,2,Passenger Property Loss,789533,0.0003%
ICT,2017,1,Personal Injury,789533,0.0001%
IDA,2013,1,Passenger Property Loss,147073,0.0007%
IDA,2014,2,Property Damage,166864,0.0012%
IDA,2014,2,Passenger Property Loss,166864,0.0012%
IDA,2015,1,Passenger Property Loss,147923,0.0007%
IDA,2016,3,Property Damage,146213,0.0021%
IDA,2016,1,Passenger Property Loss,146213,0.0007%
IFP,2013,1,Passenger Property Loss,109647,0.0009%
IFP,2013,1,Property Damage,109647,0.0009%
IFP,2014,3,Property Damage,99443,0.0030%
IFP,2015,1,Passenger Property Loss,108888,0.0009%
IFP,2015,1,Property Damage,108888,0.0009%
IFP,2016,1,Property Damage,109334,0.0009%
ILG,2013,2,Property Damage,52159,0.0038%
ILG,2014,4,Property Damage,104488,0.0038%
ILG,2014,1,Passenger Property Loss,104488,0.0010%
ILG,2014,1,Complaint,104488,0.0010%
ILM,2013,5,Passenger Property Loss,397274,0.0013%
ILM,2013,3,Property Damage,397274,0.0008%
ILM,2014,2,Passenger Property Loss,378203,0.0005%
ILM,2014,1,Property Damage,378203,0.0003%
ILM,2015,3,Passenger Property Loss,388023,0.0008%
ILM,2015,2,Property Damage,388023,0.0005%
ILM,2016,4,Property Damage,413185,0.0010%
ILM,2017,3,Passenger Property Loss,422553,0.0007%
ILM,2017,2,Property Damage,422553,0.0005%
IMT,2013,1,Passenger Property Loss,11271,0.0089%
IND,2013,29,Passenger Property Loss,3535015,0.0008%
IND,2013,26,Property Damage,3535015,0.0007%
IND,2014,24,Passenger Property Loss,3605908,0.0007%
IND,2014,20,Property Damage,3605908,0.0006%
IND,2014,1,Personal Injury,3605908,0.0000%
IND,2015,12,Property Damage,3889567,0.0003%
IND,2015,11,Passenger Property Loss,3889567,0.0003%
IND,2015,1,Unknown,3889567,0.0000%
IND,2016,20,Passenger Property Loss,4216766,0.0005%
IND,2016,19,Property Damage,4216766,0.0005%
IND,2017,19,Property Damage,4343722,0.0004%
IND,2017,10,Passenger Property Loss,4343722,0.0002%
IND,2017,1,Passenger Theft,4343722,0.0000%
INL,2013,2,Passenger Property Loss,15796,0.0127%
INL,2014,1,Property Damage,16328,0.0061%
INL,2014,1,Passenger Property Loss,16328,0.0061%
INL,2016,3,Property Damage,13831,0.0217%
INL,2016,1,Passenger Property Loss,13831,0.0072%
INL,2017,2,Passenger Property Loss,15278,0.0131%
INL,2017,1,Property Damage,15278,0.0065%
IPT,2013,2,Passenger Property Loss,23371,0.0086%
IPT,2014,1,Property Damage,24686,0.0041%
IPT,2017,1,Passenger Property Loss,18323,0.0055%
ISN,2014,1,Property Damage,114281,0.0009%
ISN,2016,1,Personal Injury,68829,0.0015%
ISN,2016,1,Passenger Property Loss,68829,0.0015%
ISN,2017,2,Passenger Property Loss,69802,0.0029%
ISN,2017,1,Property Damage,69802,0.0014%
ISP,2013,6,Property Damage,662612,0.0009%
ISP,2013,5,Passenger Property Loss,662612,0.0008%
ISP,2014,4,Property Damage,646171,0.0006%
ISP,2014,2,Passenger Property Loss,646171,0.0003%
ISP,2014,1,Unknown,646171,0.0002%
ISP,2015,6,Property Damage,603653,0.0010%
ISP,2015,5,Passenger Property Loss,603653,0.0008%
ISP,2015,1,Complaint,603653,0.0002%
ISP,2016,4,Passenger Property Loss,597133,0.0007%
ISP,2017,4,Property Damage,648593,0.0006%
ISP,2017,3,Passenger Property Loss,648593,0.0005%
ITH,2013,5,Passenger Property Loss,103501,0.0048%
ITH,2013,1,Property Damage,103501,0.0010%
ITH,2014,1,Property Damage,89501,0.0011%
ITH,2017,3,Property Damage,97212,0.0031%
ITO,2013,9,Passenger Property Loss,640411,0.0014%
ITO,2013,5,Property Damage,640411,0.0008%
ITO,2013,1,Unknown,640411,0.0002%
ITO,2014,5,Passenger Property Loss,626950,0.0008%
ITO,2014,1,Property Damage,626950,0.0002%
ITO,2015,6,Property Damage,627171,0.0010%
ITO,2015,2,Passenger Property Loss,627171,0.0003%
ITO,2016,2,Property Damage,640757,0.0003%
ITO,2016,2,Passenger Property Loss,640757,0.0003%
ITO,2017,2,Property Damage,664790,0.0003%
IWA,2013,4,Passenger Property Loss,725048,0.0006%
IWA,2013,1,Property Damage,725048,0.0001%
IWA,2014,4,Property Damage,669807,0.0006%
IWA,2014,2,Passenger Property Loss,669807,0.0003%
IWA,2015,4,Passenger Property Loss,666187,0.0006%
IWA,2015,2,Property Damage,666187,0.0003%
IWA,2016,3,Passenger Property Loss,705731,0.0004%
IWA,2016,1,Property Damage,705731,0.0001%
IWA,2017,4,Passenger Property Loss,704247,0.0006%
IWA,2017,2,Property Damage,704247,0.0003%
IWD,2017,1,Property Damage,5348,0.0187%
JAC,2014,1,Property Damage,308509,0.0003%
JAC,2014,1,Passenger Property Loss,308509,0.0003%
JAC,2016,1,Property Damage,342044,0.0003%
JAC,2016,1,Passenger Property Loss,342044,0.0003%
JAC,2017,1,Passenger Property Loss,341662,0.0003%
JAN,2013,16,Passenger Property Loss,595951,0.0027%
JAN,2013,1,Property Damage,595951,0.0002%
JAN,2014,10,Passenger Property Loss,537821,0.0019%
JAN,2014,2,Property Damage,537821,0.0004%
JAN,2015,6,Property Damage,497042,0.0012%
JAN,2015,5,Passenger Property Loss,497042,0.0010%
JAN,2016,10,Passenger Property Loss,491464,0.0020%
JAN,2016,6,Property Damage,491464,0.0012%
JAN,2016,1,Personal Injury,491464,0.0002%
JAN,2017,6,Property Damage,462655,0.0013%
JAN,2017,1,Passenger Property Loss,462655,0.0002%
JAX,2013,16,Passenger Property Loss,2549070,0.0006%
JAX,2013,10,Property Damage,2549070,0.0004%
JAX,2013,2,Personal Injury,2549070,0.0001%
JAX,2014,18,Passenger Property Loss,2589198,0.0007%
JAX,2014,12,Property Damage,2589198,0.0005%
JAX,2014,1,Personal Injury,2589198,0.0000%
JAX,2015,16,Passenger Property Loss,2716473,0.0006%
JAX,2015,9,Property Damage,2716473,0.0003%
JAX,2015,1,Personal Injury,2716473,0.0000%
JAX,2016,17,Property Damage,2729129,0.0006%
JAX,2016,13,Passenger Property Loss,2729129,0.0005%
JAX,2016,1,Personal Injury,2729129,0.0000%
JAX,2017,25,Property Damage,2701861,0.0009%
JAX,2017,12,Passenger Property Loss,2701861,0.0004%
JBR,2014,1,Passenger Property Loss,5056,0.0198%
JFK,2013,488,Passenger Property Loss,25036358,0.0019%
JFK,2013,200,Property Damage,25036358,0.0008%
JFK,2013,4,Personal Injury,25036358,0.0000%
JFK,2013,3,Unknown,25036358,0.0000%
JFK,2013,1,Motor Vehicle,25036358,0.0000%
JFK,2014,369,Passenger Property Loss,26244928,0.0014%
JFK,2014,243,Property Damage,26244928,0.0009%
JFK,2014,2,Personal Injury,26244928,0.0000%
JFK,2014,1,Motor Vehicle,26244928,0.0000%
JFK,2014,1,Unknown,26244928,0.0000%
JFK,2015,266,Passenger Property Loss,27782369,0.0010%
JFK,2015,195,Property Damage,27782369,0.0007%
JFK,2015,4,Personal Injury,27782369,0.0000%
JFK,2015,2,Complaint,27782369,0.0000%
JFK,2015,1,Unknown,27782369,0.0000%
JFK,2016,255,Passenger Property Loss,29239151,0.0009%
JFK,2016,203,Property Damage,29239151,0.0007%
JFK,2016,6,Personal Injury,29239151,0.0000%
JFK,2016,1,Unknown,29239151,0.0000%
JFK,2017,277,Passenger Property Loss,29533154,0.0009%
JFK,2017,200,Property Damage,29533154,0.0007%
JFK,2017,4,Personal Injury,29533154,0.0000%
JFK,2017,4,Unknown,29533154,0.0000%
JFK,2017,2,Motor Vehicle,29533154,0.0000%
JFK,2017,1,Missed Flight,29533154,0.0000%
JFK,2017,1,Passenger Theft,29533154,0.0000%
JHW,2013,1,Property Damage,3315,0.0302%
JLN,2013,1,Passenger Property Loss,23329,0.0043%
JLN,2014,1,Passenger Property Loss,26380,0.0038%
JLN,2017,1,Passenger Property Loss,35498,0.0028%
JNU,2013,3,Property Damage,359291,0.0008%
JNU,2014,3,Passenger Property Loss,375828,0.0008%
JNU,2014,2,Property Damage,375828,0.0005%
JNU,2015,3,Property Damage,403538,0.0007%
JNU,2016,1,Property Damage,420442,0.0002%
JNU,2016,1,Passenger Property Loss,420442,0.0002%
JNU,2017,3,Passenger Property Loss,422266,0.0007%
JNU,2017,1,Property Damage,422266,0.0002%
JQF,2015,4,Passenger Property Loss,73727,0.0054%
JQF,2016,4,Property Damage,90338,0.0044%
JQF,2017,1,Passenger Property Loss,129034,0.0008%
KOA,2013,11,Property Damage,1376641,0.0008%
KOA,2013,11,Passenger Property Loss,1376641,0.0008%
KOA,2014,14,Passenger Property Loss,1403559,0.0010%
KOA,2014,7,Property Damage,1403559,0.0005%
KOA,2015,15,Passenger Property Loss,1485777,0.0010%
KOA,2015,14,Property Damage,1485777,0.0009%
KOA,2015,1,Personal Injury,1485777,0.0001%
KOA,2016,8,Property Damage,1569602,0.0005%
KOA,2016,7,Passenger Property Loss,1569602,0.0004%
KOA,2017,11,Passenger Property Loss,1764995,0.0006%
KOA,2017,6,Property Damage,1764995,0.0003%
KOA,2017,2,Unknown,1764995,0.0001%
KTN,2013,3,Passenger Property Loss,109433,0.0027%
KTN,2013,1,Property Damage,109433,0.0009%
KTN,2014,1,Personal Injury,115948,0.0009%
KTN,2015,3,Passenger Property Loss,124747,0.0024%
KTN,2016,1,Property Damage,127881,0.0008%
KTN,2017,2,Property Damage,131144,0.0015%
KTN,2017,1,Passenger Property Loss,131144,0.0008%
LAN,2013,1,Property Damage,216925,0.0005%
LAN,2013,1,Passenger Property Loss,216925,0.0005%
LAN,2015,2,Property Damage,180927,0.0011%
LAN,2015,1,Passenger Property Loss,180927,0.0006%
LAN,2016,1,Passenger Property Loss,161863,0.0006%
LAN,2017,2,Passenger Property Loss,196617,0.0010%
LAN,2017,2,Property Damage,196617,0.0010%
LAR,2017,1,Passenger Property Loss,16072,0.0062%
LAS,2013,143,Passenger Property Loss,19946179,0.0007%
LAS,2013,86,Property Damage,19946179,0.0004%
LAS,2013,2,Complaint,19946179,0.0000%
LAS,2013,2,Personal Injury,19946179,0.0000%
LAS,2013,1,Motor Vehicle,19946179,0.0000%
LAS,2013,1,Unknown,19946179,0.0000%
LAS,2014,127,Passenger Property Loss,20620248,0.0006%
LAS,2014,90,Property Damage,20620248,0.0004%
LAS,2014,7,Personal Injury,20620248,0.0000%
LAS,2015,129,Passenger Property Loss,21857693,0.0006%
LAS,2015,97,Property Damage,21857693,0.0004%
LAS,2015,2,Personal Injury,21857693,0.0000%
LAS,2015,1,Unknown,21857693,0.0000%
LAS,2016,164,Passenger Property Loss,22833267,0.0007%
LAS,2016,105,Property Damage,22833267,0.0005%
LAS,2016,5,Personal Injury,22833267,0.0000%
LAS,2016,1,Complaint,22833267,0.0000%
LAS,2017,158,Passenger Property Loss,23364393,0.0007%
LAS,2017,87,Property Damage,23364393,0.0004%
LAS,2017,3,Unknown,23364393,0.0000%
LAS,2017,2,Personal Injury,23364393,0.0000%
LAS,2017,1,Complaint,23364393,0.0000%
LAW,2013,1,Passenger Property Loss,55526,0.0018%
LAW,2013,1,Property Damage,55526,0.0018%
LAW,2016,2,Passenger Property Loss,51088,0.0039%
LAW,2016,1,Property Damage,51088,0.0020%
LAW,2017,2,Passenger Property Loss,50939,0.0039%
LAX,2013,316,Passenger Property Loss,32425892,0.0010%
LAX,2013,153,Property Damage,32425892,0.0005%
LAX,2013,2,Unknown,32425892,0.0000%
LAX,2013,2,Personal Injury,32425892,0.0000%
LAX,2014,246,Passenger Property Loss,34314197,0.0007%
LAX,2014,193,Property Damage,34314197,0.0006%
LAX,2014,4,Personal Injury,34314197,0.0000%
LAX,2015,238,Passenger Property Loss,36351272,0.0007%
LAX,2015,200,Property Damage,36351272,0.0006%
LAX,2015,6,Personal Injury,36351272,0.0000%
LAX,2015,2,Complaint,36351272,0.0000%
LAX,2016,256,Passenger Property Loss,39636042,0.0006%
LAX,2016,203,Property Damage,39636042,0.0005%
LAX,2016,8,Personal Injury,39636042,0.0000%
LAX,2016,1,Motor Vehicle,39636042,0.0000%
LAX,2016,1,Complaint,39636042,0.0000%
LAX,2017,255,Passenger Property Loss,41232432,0.0006%
LAX,2017,251,Property Damage,41232432,0.0006%
LAX,2017,6,Personal Injury,41232432,0.0000%
LAX,2017,3,Unknown,41232432,0.0000%
LAX,2017,2,Passenger Theft,41232432,0.0000%
LAX,2017,1,Motor Vehicle,41232432,0.0000%
LAX,2017,1,Complaint,41232432,0.0000%
LBB,2013,2,Property Damage,454408,0.0004%
LBB,2014,4,Property Damage,451238,0.0009%
LBB,2014,4,Passenger Property Loss,451238,0.0009%
LBB,2015,2,Passenger Property Loss,443239,0.0005%
LBB,2015,1,Property Damage,443239,0.0002%
LBB,2016,2,Property Damage,448093,0.0004%
LBB,2016,1,Passenger Property Loss,448093,0.0002%
LBB,2017,4,Passenger Property Loss,460236,0.0009%
LBB,2017,4,Property Damage,460236,0.0009%
LBE,2013,11,Passenger Property Loss,127040,0.0087%
LBE,2013,3,Property Damage,127040,0.0024%
LBE,2014,2,Property Damage,128415,0.0016%
LBE,2015,3,Passenger Property Loss,181105,0.0017%
LBE,2015,1,Property Damage,181105,0.0006%
LBE,2016,1,Property Damage,146127,0.0007%
LBF,2017,1,Passenger Property Loss,3911,0.0256%
LCH,2014,1,Property Damage,69334,0.0014%
LCH,2017,1,Personal Injury,50899,0.0020%
LCK,2014,3,Passenger Property Loss,49486,0.0061%
LCK,2014,1,Property Damage,49486,0.0020%
LCK,2015,4,Passenger Property Loss,83466,0.0048%
LCK,2015,1,Property Damage,83466,0.0012%
LCK,2016,4,Passenger Property Loss,102751,0.0039%
LCK,2016,1,Property Damage,102751,0.0010%
LCK,2017,3,Passenger Property Loss,133649,0.0022%
LCK,2017,1,Property Damage,133649,0.0007%
LEB,2015,1,Passenger Property Loss,10144,0.0099%
LEB,2017,1,Property Damage,10383,0.0096%
LEX,2013,4,Property Damage,539238,0.0007%
LEX,2013,1,Passenger Property Loss,539238,0.0002%
LEX,2014,8,Passenger Property Loss,595083,0.0013%
LEX,2014,4,Property Damage,595083,0.0007%
LEX,2015,6,Property Damage,606980,0.0010%
LEX,2015,4,Passenger Property Loss,606980,0.0007%
LEX,2016,4,Property Damage,638316,0.0006%
LEX,2016,4,Passenger Property Loss,638316,0.0006%
LEX,2017,3,Passenger Property Loss,637301,0.0005%
LEX,2017,2,Property Damage,637301,0.0003%
LFT,2013,5,Passenger Property Loss,233498,0.0021%
LFT,2013,1,Property Damage,233498,0.0004%
LFT,2014,6,Passenger Property Loss,247857,0.0024%
LFT,2014,1,Property Damage,247857,0.0004%
LFT,2015,2,Passenger Property Loss,243840,0.0008%
LFT,2015,1,Property Damage,243840,0.0004%
LFT,2016,1,Passenger Property Loss,206667,0.0005%
LFT,2017,1,Property Damage,202640,0.0005%
LFT,2017,1,Unknown,202640,0.0005%
LFT,2017,1,Passenger Property Loss,202640,0.0005%
LGA,2013,102,Passenger Property Loss,13372269,0.0008%
LGA,2013,55,Property Damage,13372269,0.0004%
LGA,2013,3,Personal Injury,13372269,0.0000%
LGA,2014,64,Property Damage,13535372,0.0005%
LGA,2014,57,Passenger Property Loss,13535372,0.0004%
LGA,2014,3,Personal Injury,13535372,0.0000%
LGA,2014,2,Unknown,13535372,0.0000%
LGA,2015,53,Passenger Property Loss,14319924,0.0004%
LGA,2015,52,Property Damage,14319924,0.0004%
LGA,2015,1,Personal Injury,14319924,0.0000%
LGA,2016,75,Property Damage,14762593,0.0005%
LGA,2016,62,Passenger Property Loss,14762593,0.0004%
LGA,2016,1,Personal Injury,14762593,0.0000%
LGA,2016,1,Motor Vehicle,14762593,0.0000%
LGA,2016,1,Complaint,14762593,0.0000%
LGA,2017,70,Property Damage,14614802,0.0005%
LGA,2017,41,Passenger Property Loss,14614802,0.0003%
LGA,2017,1,Personal Injury,14614802,0.0000%
LGB,2013,6,Passenger Property Loss,1438756,0.0004%
LGB,2013,5,Property Damage,1438756,0.0003%
LGB,2013,1,Unknown,1438756,0.0001%
LGB,2014,10,Property Damage,1368923,0.0007%
LGB,2014,2,Passenger Property Loss,1368923,0.0001%
LGB,2015,10,Passenger Property Loss,1220937,0.0008%
LGB,2015,4,Property Damage,1220937,0.0003%
LGB,2016,9,Property Damage,1386357,0.0006%
LGB,2016,6,Passenger Property Loss,1386357,0.0004%
LGB,2017,7,Property Damage,1830745,0.0004%
LGB,2017,3,Passenger Property Loss,1830745,0.0002%
LGB,2017,1,Personal Injury,1830745,0.0001%
LIH,2013,14,Passenger Property Loss,1315141,0.0011%
LIH,2013,8,Property Damage,1315141,0.0006%
LIH,2014,14,Passenger Property Loss,1340014,0.0010%
LIH,2014,11,Property Damage,1340014,0.0008%
LIH,2015,10,Passenger Property Loss,1491688,0.0007%
LIH,2015,7,Property Damage,1491688,0.0005%
